Run,niche,niche_category,source_folder,my_host,my_host[number],host_category,author,exp_type_location,16S_region,doi,DNA_isolation_method,country_of_sampling,seq_platforrm,the most abundant kingdom,the most abundant phylum,the most abundant class,the most abundant order,the most abundant family,the most abundant genus,the most abundant species/strain,the most abundant ASV,Actino_enrichment
SRR14308378,root metagenome,endosphere,potato-Faist,potato,potato[03],potato,Faist,field,799F-1175R,10.1186/s40793-023-00469-x,PowerSoil,UK,Miseq,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sp._4GH18-10,ASV_117,not_significant
SRR14308320,root metagenome,endosphere,potato-Faist,potato,potato[03],potato,Faist,field,799F-1175R,10.1186/s40793-023-00469-x,PowerSoil,UK,Miseq,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_sp._RV15,ASV_32,not_significant
SRR23458157,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,[Eubacterium]_eligens_ATCC_27750,ASV_24823,not_assessed
SRR23458162,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthomonadaceae,Flavobacterium,bacterium_NLAE-zl-P560,ASV_8163,not_assessed
SRR23458112,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458120,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458146,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458074,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_2486,not_assessed
SRR23458079,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458127,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458101,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458113,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Devosia,,ASV_108,not_assessed
SRR23458133,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Flavobacterium,Asticcacaulis_benevestitus_DSM_16100_=_ATCC_BAA-896,ASV_489,not_assessed
SRR23458067,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Lysobacter_sp._7B-228,ASV_199,not_assessed
SRR23458089,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458135,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Rhizobiales,Caulobacteraceae,Pseudomonas,Pseudomonas_sp._LTGT-11-2Z,ASV_23,not_assessed
SRR23458066,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458076,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_199,not_assessed
SRR23458125,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458130,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458148,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458087,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458091,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458092,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458097,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458107,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458108,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Caballeronia_pedi,ASV_108,not_assessed
SRR23458136,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458064,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458085,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458086,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458094,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458103,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_daejeonense,ASV_44,not_assessed
SRR23458122,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458128,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458129,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458131,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458132,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458149,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458160,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458058,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Asticcacaulis_benevestitus_DSM_16100_=_ATCC_BAA-896,ASV_115,not_assessed
SRR23458059,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_199,not_assessed
SRR23458068,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458069,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458070,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458071,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Pseudomonas_sp._LTGT-11-2Z,ASV_23,not_assessed
SRR23458072,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Rhizobiales,Comamonadaceae,Flavobacterium,Diaphorobacter_polyhydroxybutyrativorans,ASV_2486,not_assessed
SRR23458073,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Diaphorobacter_polyhydroxybutyrativorans,ASV_2486,not_assessed
SRR23458088,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_115,not_assessed
SRR23458098,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458100,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458102,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Caulobacteraceae,Flavobacterium,,ASV_108,not_assessed
SRR23458104,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458105,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458106,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458151,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Caballeronia_pedi,ASV_108,not_assessed
SRR23458152,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Caballeronia_pedi,ASV_23,not_assessed
SRR23458163,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_199,not_assessed
SRR23458164,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Lysobacter_sp._7B-228,ASV_199,not_assessed
SRR23458167,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458168,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458061,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_199,not_assessed
SRR23458062,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_115,not_assessed
SRR23458063,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_115,not_assessed
SRR23458065,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
SRR23458075,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthomonadaceae,Flavobacterium,,ASV_199,not_assessed
SRR23458077,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Lysobacter_sp._7B-228,ASV_199,not_assessed
SRR23458078,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_44,not_assessed
SRR23458080,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Pseudomonas_sp._LTGT-11-2Z,ASV_23,not_assessed
SRR23458081,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Lysobacter_sp._7B-228,ASV_199,not_assessed
SRR23458082,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Rhodanobacter_sp._C06,ASV_44,not_assessed
SRR23458083,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_44,not_assessed
SRR23458084,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_44,not_assessed
SRR23458093,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,,ASV_489,not_assessed
SRR23458095,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Pseudomonas_sp._LTGT-11-2Z,ASV_23,not_assessed
SRR23458096,unknown,rhizosphere,rapeseed-Zhang,rapeseed,rapeseed[01],cabbage family,Zhang,glasshouse,799F-1193R,https//doi.org/10.3390/microorganisms11030724 ,OMEGA soil,China,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_suncheonense,ASV_115,not_assessed
