Run,niche,niche_category,source_folder,my_host,my_host[number],host_category,author,exp_type_location,16S_region,doi,DNA_isolation_method,country_of_sampling,seq_platforrm,the most abundant kingdom,the most abundant phylum,the most abundant class,the most abundant order,the most abundant family,the most abundant genus,the most abundant species/strain,the most abundant ASV,Actino_enrichment
ERR10703585,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_168,not_assessed
ERR10703593,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_sp._PIV-34-1,ASV_94,not_assessed
ERR10703598,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Flavobacterium,,ASV_163,not_assessed
ERR10703557,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,,ASV_168,not_assessed
ERR10703616,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Massilia_putida,ASV_28,not_assessed
ERR10703617,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_164,not_assessed
ERR10703650,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Citrobacter_koseri,ASV_91,not_assessed
ERR10703590,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacillus,,ASV_803,not_assessed
ERR10703663,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Microscillaceae,Ohtaekwangia,Ohtaekwangia_koreensis,ASV_1751,not_assessed
ERR10703712,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_144,not_assessed
ERR10703571,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Massilia_putida,ASV_53,not_assessed
ERR10703686,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Paenibacillus,,ASV_61,not_assessed
ERR10703644,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paenibacillus,Massilia_putida,ASV_28,not_assessed
ERR10703552,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sacheonensis,ASV_61,not_assessed
ERR10703554,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Paenibacillaceae,Paenibacillus,Paenibacillus_sacheonensis,ASV_61,not_assessed
ERR10703608,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_467,not_assessed
ERR10703641,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sacheonensis,ASV_61,not_assessed
ERR10703645,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_65,not_assessed
ERR10703574,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Sphingomonas,,ASV_367,not_assessed
ERR10703659,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp,ASV_28,not_assessed
ERR10703561,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Citrobacter_koseri,ASV_91,not_assessed
ERR10703640,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sacheonensis,ASV_61,not_assessed
ERR10703642,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paenibacillus,Massilia_putida,ASV_28,not_assessed
ERR10703646,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_sp._RV15,ASV_32,not_assessed
ERR10703559,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Enterobacteriaceae,Enterobacter,Enterobacter_sp._SZDA,ASV_1818,not_assessed
ERR10703724,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_186,not_assessed
ERR10703558,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_53,not_assessed
ERR10703553,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_53,not_assessed
ERR10703560,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_467,not_assessed
ERR10703570,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Lysobacter_sp,ASV_129,not_assessed
ERR10703685,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Paenibacillaceae,Paenibacillus,Paenibacillus_sacheonensis,ASV_61,not_assessed
ERR10703698,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Adhaeribacter,,ASV_2179,not_assessed
ERR10703592,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,ASV_94,not_assessed
ERR10703550,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Piscinibacter_defluvii,ASV_168,not_assessed
ERR10703655,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Sphingomonas,,ASV_38,not_assessed
ERR10703635,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Enterobacteriaceae,Procabacter,endosymbiont_of_Acanthamoeba_sp._EI5,ASV_521,not_assessed
ERR10703709,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,Conchiformibius_kuhniae,ASV_498,not_assessed
ERR10703715,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,Conchiformibius_kuhniae,ASV_498,not_assessed
ERR10703721,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_144,not_assessed
ERR10703555,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Citrobacter_koseri,ASV_91,not_assessed
ERR10703600,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Flavobacterium,,ASV_94,not_assessed
ERR10703636,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_362,not_assessed
ERR10703537,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_28,not_assessed
ERR10703647,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp,ASV_2848,not_assessed
ERR10703702,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,,,,,,,,,not_assessed
ERR10703658,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,beta_proteobacterium_HTCC349,ASV_154,not_assessed
ERR10703539,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,,ASV_168,not_assessed
ERR10703572,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_3653,not_assessed
ERR10703530,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,,,,,,,,,not_assessed
ERR10703611,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._Tibet-S721,ASV_163,not_assessed
ERR10703566,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Piscinibacter_defluvii,ASV_15,not_assessed
ERR10703624,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_53,not_assessed
ERR10703657,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_28,not_assessed
ERR10703676,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,beta_proteobacterium_HTCC349,ASV_154,not_assessed
ERR10703563,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Xanthomonadaceae,Sphingomonas,Lysobacter_sp._L40,ASV_122,not_assessed
ERR10703651,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Xanthomonadaceae,Sphingomonas,Stenotrophomonas_maltophilia_RR-10,ASV_38,not_assessed
ERR10703672,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Xanthomonadaceae,Lysobacter,Lysobacter_sp._L40,ASV_122,not_assessed
ERR10703656,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp,ASV_61,not_assessed
ERR10703556,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,Candidatus_Ovatusbacter_abovo,ASV_467,not_assessed
ERR10703653,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Polaromonas_sp._C04,ASV_15,not_assessed
ERR10703692,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia_RR-10,ASV_38,not_assessed
ERR10703689,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_175,not_assessed
ERR10703661,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_28,not_assessed
ERR10703691,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,MM2,Methylobacillus_sp._MM2,ASV_60,not_assessed
ERR10703654,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Polaromonas_sp._C04,ASV_15,not_assessed
ERR10703711,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,beta_proteobacterium_HTCC349,ASV_154,not_assessed
ERR10703603,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._KW13,ASV_164,not_assessed
ERR10703710,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Paenibacillaceae,Paenibacillus,,ASV_61,not_assessed
ERR10703534,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_putida,ASV_28,not_assessed
ERR10703705,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter_sp._B7,,ASV_315,not_assessed
ERR10703728,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paenibacillus,,ASV_61,not_assessed
ERR10703667,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Xanthomonadaceae,Lysobacter,Lysobacter_sp,ASV_122,not_assessed
ERR10703584,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Sphingomonas,,ASV_159,not_assessed
ERR10703652,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella_pertussis,ASV_532,not_assessed
ERR10703547,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,,ASV_168,not_assessed
ERR10703688,endosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Microscillaceae,Lysobacter,Chryseolinea_sp._KIS68-18,ASV_262,not_assessed
ERR10703587,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_53,not_assessed
ERR10703609,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_sp._PIV-34-1,ASV_94,not_assessed
ERR10703549,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Sphingomonas,,ASV_168,not_assessed
ERR10703583,rhizosphere,endosphere,corn-Wendel,corn,corn[01],cereal,Wendel,glasshouse,799F-1198R,https//doi.org/10.1016/j.soilbio.2025.109816,NucleoMag,Germany,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sphingomonadaceae,Sphingomonas,,ASV_72,not_assessed
SRR17530924,endosphere,endosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Trinickia_soli,ASV_86,rhizosphere_enriched
SRR17530868,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Unknown_Family,,,ASV_4388,rhizosphere_enriched
